movieCd,movieNm
19598007,북북서로 진로를 돌려라
20119177,북극의 제왕
19730081,부
20119196,볼로뉴 숲의 여인들
20108099,보은대전
19498015,보바리 부인
19760175,보르네오에서 돌아온 덕팔이
19730080,별난 청춘
19770126,벽속의 두 사람
20119656,벨리시마
20111635,베짱이
20114790,베이비 돌
19718052,베니스에서의 죽음
20113795,벌집의 정령
19768011,벅시 말론
19740102,뱃고동
20110286,뱀가죽 옷을 입은 사나이
19530005,밴드 웨건
20108771,백인도장
20101305,백만량의 항아리
19789103,배우 수업
19730159,배뱅이
19730158,배따라기
19730157,방년 18세
19888108,반항의 계절
19710189,바보같은 사나이
20110932,바론 블러드
20124587,바람에 쓴 편지
20072653,바다의 침묵
20119964,바다에 출몰한 피조물
20135114,바그다드의 도둑
20119178,미친 개들
19658031,미치광이 삐에로
20119955,미이라의 복수
19390003,미운 오리새끼
19779113,미스터 O
20128030,미로 정원
20124371,므슈 뱅상 
19779051,문
19770129,무협문
19680045,무숙자
19780136,무상
20124378,무모한 순간 
19799115,무림 18 여걸
20112336,무네카타 자매들
20124567,무기여 잘 있거라
19900169,마르셀리노
19508014,"프란체스코, 신의 어릿광대"
20248745,성 속의 성
20248744,스토르스트렘 다리
20248754,토발센
20248743,그들은 간신히  페리에 탔다
20248753,암과의 투쟁
20248732,마을의 교회
20248731,좋은 엄마들
19240005,미카엘
19818083,아지랑이좌
19808205,지고이네르바이젠
19730041,애인교실
19880015,청춘시대
19768176,설중매
19790065,동백꽃 신사
20223392,약속은 없었지만
19708099,잊을 수가 있을까
19880069,합궁
20119179,몬티 파이튼의 성배
19710188,목숨걸고 왔수다
19568033,목로주점
20101410,모퉁이 가게
19720151,모정에 우는 두 아들
19498014,모두가 왕의 부하들
19710187,명동에 12 사나이
19710186,명동 졸업생
19720150,며느리의 한
20108704,맹수지대
19760013,맨주먹의 소녀들
20112337,맥추
20112793,망향
20124732,말괄량이 길들이기
19528008,말 없는 사나이
19770122,만원
19710147,만나봐도 지금은
19779052,마지막 잎새
19760174,마지막 밤의 탱고
20101412,마이 페어 레이디
20107598,마음의 등불
20134284,마을을 위한 레퀴엠
20108092,마스터 에이젠시
20108734,마술의 검
20134285,마르케타 라자로바
20108889,마루가
20124380,마돈나 거리에서 한탕
20134908,마담 드...
19490017,마농
20119961,릴링턴 가의 살인
19838149,리타 길들이기
19598012,리오 브라보
20110934,리사와 악마
20108666,루루의 사생활
20119668,루드비히
20110920,로이 콜트와 윈체스터 잭
